ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
312,20201231,20210112,20210107,27616,1,100,4,SO43707,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2020-12-31 00:00:00.000,2021-01-12 00:00:00.000,2021-01-07 00:00:00.000
330,20201231,20210112,20210107,20042,1,98,10,SO43708,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2020-12-31 00:00:00.000,2021-01-12 00:00:00.000,2021-01-07 00:00:00.000
313,20201231,20210112,20210107,16351,1,6,9,SO43709,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2020-12-31 00:00:00.000,2021-01-12 00:00:00.000,2021-01-07 00:00:00.000
314,20201231,20210112,20210107,16517,1,6,9,SO43710,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2020-12-31 00:00:00.000,2021-01-12 00:00:00.000,2021-01-07 00:00:00.000
314,20210101,20210113,20210108,27606,1,100,1,SO43711,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-01 00:00:00.000,2021-01-13 00:00:00.000,2021-01-08 00:00:00.000
311,20210101,20210113,20210108,13513,1,29,8,SO43712,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-01 00:00:00.000,2021-01-13 00:00:00.000,2021-01-08 00:00:00.000
310,20210102,20210114,20210109,27601,1,100,4,SO43713,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-02 00:00:00.000,2021-01-14 00:00:00.000,2021-01-09 00:00:00.000
311,20210102,20210114,20210109,13591,1,98,10,SO43714,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-02 00:00:00.000,2021-01-14 00:00:00.000,2021-01-09 00:00:00.000
314,20210102,20210114,20210109,16483,1,6,9,SO43715,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-02 00:00:00.000,2021-01-14 00:00:00.000,2021-01-09 00:00:00.000
311,20210102,20210114,20210109,16529,1,6,9,SO43716,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-02 00:00:00.000,2021-01-14 00:00:00.000,2021-01-09 00:00:00.000
336,20210102,20210114,20210109,25249,1,6,9,SO43717,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-02 00:00:00.000,2021-01-14 00:00:00.000,2021-01-09 00:00:00.000
311,20210103,20210115,20210110,27668,1,100,1,SO43718,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-03 00:00:00.000,2021-01-15 00:00:00.000,2021-01-10 00:00:00.000
312,20210103,20210115,20210110,27612,1,100,4,SO43719,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-03 00:00:00.000,2021-01-15 00:00:00.000,2021-01-10 00:00:00.000
311,20210103,20210115,20210110,13264,1,29,8,SO43720,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-03 00:00:00.000,2021-01-15 00:00:00.000,2021-01-10 00:00:00.000
310,20210103,20210115,20210110,13590,1,98,10,SO43721,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-03 00:00:00.000,2021-01-15 00:00:00.000,2021-01-10 00:00:00.000
312,20210104,20210116,20210111,13581,1,98,10,SO43722,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-04 00:00:00.000,2021-01-16 00:00:00.000,2021-01-11 00:00:00.000
332,20210104,20210116,20210111,14520,1,100,1,SO43723,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-04 00:00:00.000,2021-01-16 00:00:00.000,2021-01-11 00:00:00.000
311,20210104,20210116,20210111,16520,1,6,9,SO43724,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-04 00:00:00.000,2021-01-16 00:00:00.000,2021-01-11 00:00:00.000
311,20210105,20210117,20210112,13258,1,29,8,SO43725,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-05 00:00:00.000,2021-01-17 00:00:00.000,2021-01-12 00:00:00.000
332,20210105,20210117,20210112,14560,1,100,4,SO43726,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-05 00:00:00.000,2021-01-17 00:00:00.000,2021-01-12 00:00:00.000
311,20210105,20210117,20210112,16607,1,6,9,SO43727,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-05 00:00:00.000,2021-01-17 00:00:00.000,2021-01-12 00:00:00.000
313,20210106,20210118,20210113,27666,1,100,4,SO43728,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-06 00:00:00.000,2021-01-18 00:00:00.000,2021-01-13 00:00:00.000
346,20210106,20210118,20210113,11238,1,98,10,SO43729,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-06 00:00:00.000,2021-01-18 00:00:00.000,2021-01-13 00:00:00.000
346,20210106,20210118,20210113,25861,1,100,4,SO43730,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-06 00:00:00.000,2021-01-18 00:00:00.000,2021-01-13 00:00:00.000
314,20210106,20210118,20210113,16629,1,6,9,SO43731,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-06 00:00:00.000,2021-01-18 00:00:00.000,2021-01-13 00:00:00.000
350,20210106,20210118,20210113,11025,1,6,9,SO43732,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2021-01-06 00:00:00.000,2021-01-18 00:00:00.000,2021-01-13 00:00:00.000
312,20210106,20210118,20210113,27577,1,100,1,SO43733,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-06 00:00:00.000,2021-01-18 00:00:00.000,2021-01-13 00:00:00.000
312,20210107,20210119,20210114,27604,1,100,1,SO43734,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-07 00:00:00.000,2021-01-19 00:00:00.000,2021-01-14 00:00:00.000
310,20210107,20210119,20210114,16522,1,6,9,SO43735,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-07 00:00:00.000,2021-01-19 00:00:00.000,2021-01-14 00:00:00.000
346,20210107,20210119,20210114,11002,1,6,9,SO43736,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-07 00:00:00.000,2021-01-19 00:00:00.000,2021-01-14 00:00:00.000
311,20210108,20210120,20210115,13261,1,29,8,SO43737,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-08 00:00:00.000,2021-01-20 00:00:00.000,2021-01-15 00:00:00.000
312,20210108,20210120,20210115,11606,1,39,7,SO43738,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-08 00:00:00.000,2021-01-20 00:00:00.000,2021-01-15 00:00:00.000
310,20210108,20210120,20210115,13563,1,98,10,SO43739,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-08 00:00:00.000,2021-01-20 00:00:00.000,2021-01-15 00:00:00.000
312,20210108,20210120,20210115,16527,1,6,9,SO43740,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-08 00:00:00.000,2021-01-20 00:00:00.000,2021-01-15 00:00:00.000
310,20210109,20210121,20210116,27671,1,100,1,SO43741,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-09 00:00:00.000,2021-01-21 00:00:00.000,2021-01-16 00:00:00.000
314,20210109,20210121,20210116,13576,1,98,10,SO43742,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-09 00:00:00.000,2021-01-21 00:00:00.000,2021-01-16 00:00:00.000
347,20210109,20210121,20210116,11007,1,6,9,SO43743,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-09 00:00:00.000,2021-01-21 00:00:00.000,2021-01-16 00:00:00.000
313,20210109,20210121,20210116,16631,1,6,9,SO43744,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-09 00:00:00.000,2021-01-21 00:00:00.000,2021-01-16 00:00:00.000
311,20210110,20210122,20210117,16514,1,6,9,SO43745,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-10 00:00:00.000,2021-01-22 00:00:00.000,2021-01-17 00:00:00.000
312,20210110,20210122,20210117,16616,1,6,9,SO43746,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-10 00:00:00.000,2021-01-22 00:00:00.000,2021-01-17 00:00:00.000
314,20210111,20210123,20210118,27623,1,100,4,SO43747,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
313,20210111,20210123,20210118,27625,1,100,1,SO43748,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
314,20210111,20210123,20210118,27636,1,100,1,SO43749,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
311,20210111,20210123,20210118,11591,1,39,7,SO43750,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
313,20210111,20210123,20210118,11592,1,39,7,SO43751,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
311,20210111,20210123,20210118,13265,1,29,8,SO43752,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
310,20210111,20210123,20210118,16482,1,6,9,SO43753,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-11 00:00:00.000,2021-01-23 00:00:00.000,2021-01-18 00:00:00.000
312,20210112,20210124,20210119,27617,1,100,1,SO43754,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-12 00:00:00.000,2021-01-24 00:00:00.000,2021-01-19 00:00:00.000
311,20210112,20210124,20210119,27670,1,100,4,SO43755,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-12 00:00:00.000,2021-01-24 00:00:00.000,2021-01-19 00:00:00.000
332,20210112,20210124,20210119,19941,1,98,10,SO43756,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-12 00:00:00.000,2021-01-24 00:00:00.000,2021-01-19 00:00:00.000
350,20210112,20210124,20210119,11017,1,6,9,SO43757,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2021-01-12 00:00:00.000,2021-01-24 00:00:00.000,2021-01-19 00:00:00.000
310,20210113,20210125,20210120,27646,1,100,4,SO43758,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-13 00:00:00.000,2021-01-25 00:00:00.000,2021-01-20 00:00:00.000
310,20210113,20210125,20210120,13257,1,29,8,SO43759,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-13 00:00:00.000,2021-01-25 00:00:00.000,2021-01-20 00:00:00.000
314,20210113,20210125,20210120,16352,1,6,9,SO43760,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-13 00:00:00.000,2021-01-25 00:00:00.000,2021-01-20 00:00:00.000
310,20210113,20210125,20210120,16493,1,6,9,SO43761,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-13 00:00:00.000,2021-01-25 00:00:00.000,2021-01-20 00:00:00.000
314,20210114,20210126,20210121,27578,1,100,4,SO43762,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-14 00:00:00.000,2021-01-26 00:00:00.000,2021-01-21 00:00:00.000
313,20210114,20210126,20210121,16525,1,6,9,SO43763,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-14 00:00:00.000,2021-01-26 00:00:00.000,2021-01-21 00:00:00.000
310,20210114,20210126,20210121,16612,1,6,9,SO43764,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-14 00:00:00.000,2021-01-26 00:00:00.000,2021-01-21 00:00:00.000
346,20210114,20210126,20210121,11010,1,6,9,SO43765,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-14 00:00:00.000,2021-01-26 00:00:00.000,2021-01-21 00:00:00.000
313,20210115,20210127,20210122,16518,1,6,9,SO43766,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-15 00:00:00.000,2021-01-27 00:00:00.000,2021-01-22 00:00:00.000
350,20210115,20210127,20210122,11001,1,6,9,SO43767,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2021-01-15 00:00:00.000,2021-01-27 00:00:00.000,2021-01-22 00:00:00.000
312,20210116,20210128,20210123,27649,1,100,1,SO43768,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
312,20210116,20210128,20210123,21659,1,19,6,SO43769,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
312,20210116,20210128,20210123,27614,1,100,1,SO43770,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
330,20210116,20210128,20210123,14559,1,100,4,SO43771,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
312,20210116,20210128,20210123,16524,1,6,9,SO43772,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
314,20210116,20210128,20210123,16526,1,6,9,SO43773,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
313,20210116,20210128,20210123,16348,1,6,9,SO43774,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
347,20210116,20210128,20210123,11027,1,6,9,SO43775,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-16 00:00:00.000,2021-01-28 00:00:00.000,2021-01-23 00:00:00.000
314,20210117,20210129,20210124,13260,1,29,8,SO43776,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-17 00:00:00.000,2021-01-29 00:00:00.000,2021-01-24 00:00:00.000
311,20210117,20210129,20210124,16515,1,6,9,SO43777,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-17 00:00:00.000,2021-01-29 00:00:00.000,2021-01-24 00:00:00.000
345,20210117,20210129,20210124,11018,1,6,9,SO43778,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-17 00:00:00.000,2021-01-29 00:00:00.000,2021-01-24 00:00:00.000
326,20210117,20210129,20210124,25252,1,6,9,SO43779,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-17 00:00:00.000,2021-01-29 00:00:00.000,2021-01-24 00:00:00.000
311,20210118,20210130,20210125,11599,1,39,7,SO43780,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-18 00:00:00.000,2021-01-30 00:00:00.000,2021-01-25 00:00:00.000
312,20210118,20210130,20210125,16495,1,6,9,SO43781,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-18 00:00:00.000,2021-01-30 00:00:00.000,2021-01-25 00:00:00.000
312,20210118,20210130,20210125,16516,1,6,9,SO43782,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-18 00:00:00.000,2021-01-30 00:00:00.000,2021-01-25 00:00:00.000
312,20210118,20210130,20210125,16620,1,6,9,SO43783,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-18 00:00:00.000,2021-01-30 00:00:00.000,2021-01-25 00:00:00.000
310,20210119,20210131,20210126,27667,1,100,4,SO43784,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
311,20210119,20210131,20210126,11601,1,39,7,SO43785,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
311,20210119,20210131,20210126,11607,1,39,7,SO43786,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
344,20210119,20210131,20210126,29385,1,29,8,SO43787,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
351,20210119,20210131,20210126,11239,1,98,10,SO43788,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
351,20210119,20210131,20210126,25865,1,100,1,SO43789,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
344,20210119,20210131,20210126,25857,1,100,1,SO43790,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
314,20210119,20210131,20210126,16484,1,6,9,SO43791,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
312,20210119,20210131,20210126,16623,1,6,9,SO43792,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
344,20210119,20210131,20210126,11000,1,6,9,SO43793,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
347,20210119,20210131,20210126,11029,1,6,9,SO43794,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2021-01-19 00:00:00.000,2021-01-31 00:00:00.000,2021-01-26 00:00:00.000
312,20210120,20210201,20210127,27615,1,100,4,SO43795,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-20 00:00:00.000,2021-02-01 00:00:00.000,2021-01-27 00:00:00.000
342,20210120,20210201,20210127,17956,1,39,7,SO43796,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2021-01-20 00:00:00.000,2021-02-01 00:00:00.000,2021-01-27 00:00:00.000
312,20210120,20210201,20210127,16345,1,6,9,SO43797,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-20 00:00:00.000,2021-02-01 00:00:00.000,2021-01-27 00:00:00.000
310,20210120,20210201,20210127,16521,1,6,9,SO43798,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-20 00:00:00.000,2021-02-01 00:00:00.000,2021-01-27 00:00:00.000
312,20210120,20210201,20210127,16636,1,6,9,SO43799,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-20 00:00:00.000,2021-02-01 00:00:00.000,2021-01-27 00:00:00.000
311,20210121,20210202,20210128,21710,1,19,6,SO43800,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-21 00:00:00.000,2021-02-02 00:00:00.000,2021-01-28 00:00:00.000
311,20210121,20210202,20210128,13583,1,98,10,SO43801,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-21 00:00:00.000,2021-02-02 00:00:00.000,2021-01-28 00:00:00.000
312,20210121,20210202,20210128,11593,1,39,7,SO43802,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2021-01-21 00:00:00.000,2021-02-02 00:00:00.000,2021-01-28 00:00:00.000
